index,wine_name,wine_region,wine_country,wine_rating,wine_reviews,wine_price,wine_link
155,Sibilla Langhe Arneis 2022,Molino,Italy,3.8,707,"19,009",https://www.vivino.com/molino-104975-sibilla-langhe-arneis/w/2210663?year=2022&price_id=36485550
156,Chardonnay 2020,Jermann,Italy,3.9,706,"37,795",https://www.vivino.com/jermann-chardonnay/w/2342369?year=2020&price_id=36485559
157,Domaene Gobelsburg Grüner Veltliner 2021,Schloss Gobelsburg,Austria,3.9,699,"80,004",https://www.vivino.com/schloss-gobelsburg-domaene-gobelsburg-gruner-veltliner/w/20131?year=2021&price_id=35673574
158,Costamolino Vermentino di Sardegna 2021,Argiolas,Italy,3.9,688,"23,016",https://www.vivino.com/argiolas-costamolino-vermentino-di-sardegna/w/82192?year=2021&price_id=36485568
159,Ronco Bernizza Chardonnay 2022,Venica & Venica,Italy,3.8,684,"39,472",https://www.vivino.com/venica-venica-ronco-bernizza-chardonnay/w/1460570?year=2022&price_id=36485509
160,Pinot Grigio 2006,Dorigo,Italy,3.7,674,"43,752",https://www.vivino.com/alessio-dorigo-pinot-grigio/w/83992?year=2006&price_id=14539754
161,Classic Riesling 2016,Hugel,France,3.8,655,"47,919",https://www.vivino.com/hugel-classic-riesling-alsace/w/4417837?year=2016&price_id=21678414
162,San Vincenzo 2022,Anselmi,Italy,3.9,652,"25,360",https://www.vivino.com/anselmi-san-vincenzo/w/91463?year=2022&price_id=36485492
163,Gold Label Riesling 2005,Wolf Blass,Australia,3.5,649,"52,086",https://www.vivino.com/wolf-blass-gold-label-riesling/w/1974?year=2005&price_id=2754207
164,Section 94 Sauvignon Blanc 2017,Dog Point,New Zealand,3.9,645,"41,224",https://www.vivino.com/dog-point-section-94-sauvignon-blanc/w/79391?year=2017&price_id=34540037
165,Sauvignon Blanc 2011,Monkey Bay,New Zealand,3.5,637,"39,377",https://www.vivino.com/monkey-bay-sauvignon-blanc/w/1133970?year=2011&price_id=2754294
166,Chardonnay 2020,Cloudy Bay,New Zealand,4.0,636,"42,461",https://www.vivino.com/cloudy-bay-chardonnay/w/18979?year=2020&price_id=31600419
167,Sanct Valentin Gewürztraminer 2015,St. Michael-Eppan,Italy,4.1,633,"50,097",https://www.vivino.com/st-michael-eppan-sanct-valentin-gewurztraminer/w/10107?year=2015&price_id=36485558
168,Riesling Kabinett 2005,Robert Weil,Germany,4.0,625,"50,003",https://www.vivino.com/robert-weil-riesling-kabinett/w/1476551?year=2005&price_id=16156677
169,Maximum Grüner Veltliner 2007,Hiedler,Austria,4.2,621,"75,004",https://www.vivino.com/weingut-hiedler-maximum-gruner-veltliner/w/1203167?year=2007&price_id=2894903
170,Osteiner 2022,Rippon,New Zealand,3.8,619,"28,855",https://www.vivino.com/rippon-osteiner/w/1725863?year=2022&price_id=33193572
171,Riesling 2008,St Hallett,Australia,3.5,618,"45,836",https://www.vivino.com/st-hallett-riesling/w/1938618?year=2008&price_id=14650359
172,The Starlet Sauvignon Blanc 2022,Misha's Vineyard,New Zealand,3.8,614,"27,205",https://www.vivino.com/mishas-the-starlet-central-otago-sauvignon-blanc/w/1624318?year=2022&price_id=33589753
173,Slow Chenin Blanc 2022,False Bay,South Africa,3.8,612,"10,313",https://www.vivino.com/false-bay-slow-chenin-blanc-stellenbosch/w/5799675?year=2022&price_id=32785219
174,Te Koko Sauvignon Blanc 2020,Cloudy Bay,New Zealand,4.3,602,"66,541",https://www.vivino.com/cloudy-bay-te-koko-sauvignon-blanc/w/1126958?year=2020&price_id=33293825
175,Gewurztraminer 2021,Rippon,New Zealand,3.7,600,"46,997",https://www.vivino.com/rippon-gewurztraminer/w/2263454?year=2021&price_id=34771420
176,Electio Xarel-lo 2006,Parés Baltà,Spain,4.0,583,"100,006",https://www.vivino.com/pares-balta-electio-xarel-lo/w/1262317?year=2006&price_id=14650399
177,Chablis 2012,Domaine William Fèvre,France,3.8,582,"60,420",https://www.vivino.com/domaine-william-fevre-chablis/w/7255299?year=2012&price_id=14549842
178,Reserva Privada Chardonnay 2009,Aromo,Chile,3.6,581,"31,252",https://www.vivino.com/aromo-reserva-privada-chardonnay-maule-valley/w/42284?year=2009&price_id=2804824
179,Riesling 2013,Norman Hardie,Canada,3.9,568,"53,336",https://www.vivino.com/norman-hardie-riesling/w/2413981?year=2013&price_id=14540841
180,Puligny-Montrachet 1er Cru Les Pucelles 2006,Olivier Leflaive,France,4.3,566,"890,350",https://www.vivino.com/olivier-leflaive-puligny-montrachet-1er-cru-les-pucelles/w/1456236?year=2006&price_id=35329474
181,Riesling Feinherb 2017,Balthasar Ress,Germany,3.9,555,"32,502",https://www.vivino.com/balthasar-ress-riesling-feinherb/w/1306612?year=2017&price_id=22384551
182,Maximin Grünhäuser Abtsberg Riesling Auslese 2005,Maximin Grünhaus,Germany,4.3,554,"55,420",https://www.vivino.com/maximin-grunhaus-maximin-grunhauser-abtsberg-riesling-auslese/w/736427?year=2005&price_id=14650474
183,Pinot Grigio 2022,Livio Felluga,Italy,4.1,552,"40,719",https://www.vivino.com/livio-felluga-pinot-grigio/w/15098?year=2022&price_id=36485665
184,Cometa 2021,Planeta,Italy,4.1,548,"40,734",https://www.vivino.com/planeta-cometa/w/4985?year=2021&price_id=36485552
185,Dry Riesling 2022,Prophet's Rock,New Zealand,4.1,544,"32,153",https://www.vivino.com/prophet-s-rock-dry-riesling/w/1287432?year=2022&price_id=36397972
186,Sauvignon Blanc 2023,Peregrine,New Zealand,4.0,539,"26,381",https://www.vivino.com/peregrine-wines-central-otago-limited-sauvignon-blanc/w/1837249?year=2023&price_id=34528791
187,Chassagne-Montrachet 1976,Remoissenet Père & Fils,France,4.3,538,"154,580",https://www.vivino.com/remoissenet-pere-fils-chassagne-montrachet/w/2617028?year=1976&price_id=36831584
188,Chassagne-Montrachet 1985,Remoissenet Père & Fils,France,4.3,538,"739,480",https://www.vivino.com/remoissenet-pere-fils-chassagne-montrachet/w/2617028?year=1985&price_id=19838015
189,Loureiro Sur Lies Fines 2012,Royal Palmeira,Portugal,4.1,538,"53,336",https://www.vivino.com/royal-palmeira-loureiro-sur-lies-fines/w/1252936?year=2012&price_id=17601250
190,Guinea Fowl Chenin Blanc 2006,Saxenburg,South Africa,3.6,536,"22,918",https://www.vivino.com/saxenburg-guinea-fowl-chenin-blanc/w/1530821?year=2006&price_id=2895195
191,Le Creete 2015,Ottella,Italy,4.1,532,"26,072",https://www.vivino.com/ottella-le-creete/w/1239926?year=2015&price_id=36485597
192,Vieilles Vignes Riesling Alsace Grand Cru Altenberg de Bergheim 2017,Gustave Lorentz,France,4.2,522,"48,969",https://www.vivino.com/gustave-lorentz-vieilles-vignes-riesling-alsace-grand-cru-altenberg-de-bergheim/w/1177803?year=2017&price_id=31050306
193,Sauvignon Blanc 2006,Porta,Chile,3.5,521,"22,918",https://www.vivino.com/porta-sauvignon-blanc/w/1139517?year=2006&price_id=2895193
194,Pinot Grigio 2017,St. Michael-Eppan,Italy,3.9,511,"23,535",https://www.vivino.com/st-michael-eppan-pinot-grigio/w/10086?year=2017&price_id=36485649
195,Fiano Di Avellino Pietracalda 2021,Feudi di San Gregorio,Italy,4.0,507,"24,989",https://www.vivino.com/feudi-di-san-gregorio-fiano-di-avellino-pietracalda/w/5091?year=2021&price_id=36736891
196,Craighall Vineyard Riesling 2022,Dry River,New Zealand,4.0,492,"47,822",https://www.vivino.com/dry-river-wines-limited-craighall-vineyard-riesling/w/1103675?year=2022&price_id=33554792
197,Craighall Vineyard Riesling 2023,Dry River,New Zealand,4.0,492,"47,822",https://www.vivino.com/dry-river-wines-limited-craighall-vineyard-riesling/w/1103675?year=2023&price_id=36685404
198,Gewürztraminer 2014,St. Michael-Eppan,Italy,3.8,482,"27,497",https://www.vivino.com/st-michael-eppan-gewurztraminer/w/10089?year=2014&price_id=36485660
199,Merì Vermentino di Sardegna 2017,Argiolas,Italy,3.8,482,"35,419",https://www.vivino.com/argiolas-meri-vermentino-di-sardegna/w/1272816?year=2017&price_id=20945508
200,Lahn Sauvignon 2017,St. Michael-Eppan,Italy,3.9,476,"29,085",https://www.vivino.com/st-michael-eppan-lahn-sauvignon/w/1655321?year=2017&price_id=36485569
201,Birdman Series Sauvignon Blanc 2016,Anakena,Chile,3.5,472,"20,418",https://www.vivino.com/anakena-winery-birdman-series-sauvignon-blanc-central-valley/w/5376523?year=2016&price_id=28552992
202,Chardonnay Toscana Collezione Privata 2019,Isole e Olena,Italy,4.4,469,"89,035",https://www.vivino.com/isole-e-olena-chardonnay-toscana-collezione-privata/w/1240491?year=2019&price_id=29936557
203,Secreto Sauvignon Blanc 2015,Viu Manent,Chile,3.7,467,"39,586",https://www.vivino.com/viu-manent-secreto-sauvignon-blanc/w/2454?year=2015&price_id=10548767
204,Giallo d'Arles Greco di Tufo 2017,Quintodecimo,Italy,4.2,462,"95,839",https://www.vivino.com/quintodecimo-giallo-d-arles-greco-di-tufo/w/1211299?year=2017&price_id=24839149
205,Falanghina Serrocielo 2021,Feudi di San Gregorio,Italy,3.8,457,"23,594",https://www.vivino.com/feudi-di-san-gregorio-falanghina-serrocielo/w/1631655?year=2021&price_id=36485557
206,Soave Classico 2004,Villa Girardi,Italy,3.6,457,"21,668",https://www.vivino.com/villa-girardi-soave-classico/w/92385?year=2004&price_id=2804792
207,Sauvignon Blanc II 2015,Von Winning,Germany,3.9,455,"49,961",https://www.vivino.com/de-von-winning-sauvignon-blanc-ii/w/2412168?year=2015&price_id=14541866
208,Pinot Grigio 2006,Swanson,United States,3.8,451,"70,004",https://www.vivino.com/swanson-vineyards-pinot-grigio/w/3823740?year=2006&price_id=2804786
209,China Terrace Chardonnay 2022,Gibbston Valley,New Zealand,3.9,449,"40,400",https://www.vivino.com/gibbston-valley-china-terrace-chardonnay/w/2620722?year=2022&price_id=32222010
210,Pinot Grigio 2022,Jermann,Italy,4.0,447,"36,030",https://www.vivino.com/jermann-pinot-grigio/w/1989135?year=2022&price_id=36485498
211,La Joya Reserve Sauvignon Blanc 2006,Bisquertt Family Vineyards,Chile,3.4,445,"18,751",https://www.vivino.com/bisquertt-la-joya-reserve-sauvignon-blanc/w/1591165?year=2006&price_id=14650491
212,Bourgogne Chardonnay 2013,Francois Martenot,France,3.5,444,"36,669",https://www.vivino.com/francois-martenot-bourgogne-chardonnay-va767/w/6481137?year=2013&price_id=33409680
213,Vinnae (Servus Cella) Ribolla Gialla 2022,Jermann,Italy,4.0,434,"37,662",https://www.vivino.com/jermann-vinnae-servus-cella-ribolla-gialla/w/79495?year=2022&price_id=36485515
214,Les Princes Abbés Pinot Gris Alsace 2014,Domaines Schlumberger,France,3.8,431,"39,586",https://www.vivino.com/domaines-schlumberger-les-princes-abbes-pinot-gris-alsace/w/12329?year=2014&price_id=10282874
215,Sauvignon Blanc 2017,Prophecy,New Zealand,3.6,431,"35,419",https://www.vivino.com/prophecy-sauvignon-blanc/w/3504438?year=2017&price_id=19190703
216,Sauvignon Blanc 2020,Invivo,New Zealand,4.1,426,"27,085",https://www.vivino.com/invivo-sauvignon-blanc/w/1219785?year=2020&price_id=26456003
217,Foundation Chardonnay 2006,Nederburg,South Africa,3.5,426,"20,626",https://www.vivino.com/nederburg-estate-foundation-chardonnay/w/1152973?year=2006&price_id=7944036
218,Domaine Sainte Claire Chablis 2013,Jean-Marc Brocard,France,3.6,421,"45,836",https://www.vivino.com/jean-marc-brocard-domaine-sainte-claire-chablis/w/1180709?year=2013&price_id=7944026
219,Bordeaux Sauvignon Blanc 2016,Mouton Cadet,France,3.3,418,"31,668",https://www.vivino.com/mouton-cadet-bordeaux-sauvignon-blanc/w/2461238?year=2016&price_id=35516599
220,Riesling 2022,Peregrine,New Zealand,3.8,417,"26,381",https://www.vivino.com/peregrine-wines-central-otago-limited-riesling/w/93280?year=2022&price_id=35544904
221,Sauvignon Blanc 2022,Cable Bay,New Zealand,3.5,416,"22,257",https://www.vivino.com/cable-bay-vineyards-sauvignon-blanc/w/17085?year=2022&price_id=36430188
222,Origin Sauvignon Blanc 2013,Saint Clair Family Estate,New Zealand,4.1,415,"56,253",https://www.vivino.com/saint-clair-family-estate-origin-sauvignon-blanc-marlborough/w/1884747?year=2013&price_id=2873865
223,Chardonnay Central Coast 2005,Cycles Gladiator,United States,3.6,413,"25,001",https://www.vivino.com/cycles-gladiator-chardonnay-central-coast/w/9875?year=2005&price_id=2894915
224,Heartwood Chardonnay 2022,Tony Bish,New Zealand,4.1,411,"33,803",https://www.vivino.com/tony-bish-heartwood-chardonnay/w/5483315?year=2022&price_id=35630999
225,Wairau Reserve Sauvignon Blanc 2022,Saint Clair Family Estate,New Zealand,4.0,409,"29,679",https://www.vivino.com/saint-clair-family-estate-wairau-reserve-sauvignon-blanc/w/1147263?year=2022&price_id=31315727
226,Late Harvest Series Moscato 2014,Bodega Norton,Argentina,4.1,404,"20,834",https://www.vivino.com/bodega-norton-late-harvest-series-moscato/w/2277388?year=2014&price_id=2895106
227,Sul Vulcano Etna Bianco 2017,Donnafugata,Italy,4.2,401,"66,670",https://www.vivino.com/donnafugata-sul-vulcano-etna-bianco-etna/w/6334373?year=2017&price_id=24839155
228,Single Vineyard Sauvignon Blanc 2020,Yealands,New Zealand,4.1,396,"33,335",https://www.vivino.com/yealands-single-vineyard-sauvignon-blanc-marlborough-white-wine/w/5962585?year=2020&price_id=26455998
229,Chardonnay 2012,Pelee Island Winery,Canada,3.4,394,"33,335",https://www.vivino.com/pelee-island-winery-chardonnay/w/1753380?year=2012&price_id=14550048
230,Finca Els Camps Macabeu 2002,Jané Ventura,Spain,3.8,391,"54,170",https://www.vivino.com/jane-ventura-finca-els-camps-macabeu/w/96984?year=2002&price_id=2895223
231,Pinot Gris 2023,Maude,New Zealand,3.9,390,"24,731",https://www.vivino.com/maude-pinot-gris/w/1923102?year=2023&price_id=35488247
232,Riesling 2022,Sato,New Zealand,3.8,390,"37,101",https://www.vivino.com/sato-riesling/w/1576731?year=2022&price_id=34881122
233,Los Cardos Sauvignon Blanc 2017,Doña Paula,Argentina,3.4,389,"22,918",https://www.vivino.com/dona-paula-los-cardos-sauvignon-blanc/w/24207?year=2017&price_id=23138363
234,GV Collecion Pinot Gris 2023,Gibbston Valley,New Zealand,3.7,388,"24,731",https://www.vivino.com/gibbston-valley-gv-collecion-pinot-gris/w/1145555?year=2023&price_id=36463755
235,Trebbiano d'Abruzzo 2014,Masciarelli,Italy,3.5,381,"31,252",https://www.vivino.com/masciarelli-abruzzo-trebbiano-d-abruzzo/w/93059?year=2014&price_id=14550080
236,S'Elegas Nuragus di Cagliari 2021,Argiolas,Italy,3.9,381,"18,831",https://www.vivino.com/argiolas-s-elegas-nuragus-di-cagliari/w/1180743?year=2021&price_id=36485518
237,Sauvignon Blanc Klassik 2009,Peter Skoff,Austria,3.8,377,"50,003",https://www.vivino.com/peter-skoff-sauvignon-blanc-klassik-sudsteiermark/w/3143624?year=2009&price_id=14549867
238,Sauvignon Blanc 2002,Redwood Creek,United States,3.5,376,"25,001",https://www.vivino.com/redwood-creek-sauvignon-blanc/w/83726?year=2002&price_id=2895123
239,Chardonnay Reserva 2006,Hugo Casanova,Chile,3.6,374,"27,085",https://www.vivino.com/hugo-casanova-chardonnay-reserva/w/1225231?year=2006&price_id=2804900
240,Gewürztraminer 2022,Elena Walch,Italy,4.1,369,"28,951",https://www.vivino.com/elena-walch-gewurztraminer/w/92650?year=2022&price_id=36485489
241,Branco 2016,Quinta da Alorna,Portugal,3.4,366,"24,960",https://www.vivino.com/quinta-da-alorna-branco/w/1195763?year=2016&price_id=17633393
242,Bergkelder Selection Sauvignon Blanc 2013,Fleur du Cap,South Africa,3.4,365,"34,377",https://www.vivino.com/fleur-du-cap-bergkelder-selection-sauvignon-blanc/w/24209?year=2013&price_id=12264268
243,Chardonnay 2022,Domaine Rewa,New Zealand,4.1,363,"43,698",https://www.vivino.com/domaine-rewa-chardonnay/w/3681444?year=2022&price_id=35630997
244,Reserva Chardonnay 2014,Tarapacá,Chile,3.7,357,"33,127",https://www.vivino.com/tarapaca-reserva-chardonnay-casablanca-valley/w/6009490?year=2014&price_id=16654840
245,Sauvignon Blanc 2018,Arboleda,Chile,3.8,355,"50,003",https://www.vivino.com/arboleda-sauvignon-blanc/w/1268304?year=2018&price_id=24742576
246,Pinot Gris 2023,Nautilus,New Zealand,3.6,354,"24,731",https://www.vivino.com/nautilus-estate-pinot-gris/w/1724359?year=2023&price_id=35157552
247,Kővágó Single Vineyard Furmint 2013,Grand Tokaj,Hungary,3.7,353,"53,336",https://www.vivino.com/grand-tokaj-kovago-single-vineyard-furmint-dry/w/4544097?year=2013&price_id=9156618
248,Millésia Sancerre 2022,Serge Laporte,France,4.0,351,"25,227",https://www.vivino.com/serge-laporte-millesia-sancerre/w/1371644?year=2022&price_id=33696561
249,Reserva Especial Chardonnay 2013,Tabali,Chile,3.7,347,"45,002",https://www.vivino.com/tabali-reserva-especial-chardonnay/w/779335?year=2013&price_id=16730324
250,Lowburn Terrace Riesling 2022,Amisfield,New Zealand,4.1,346,"32,978",https://www.vivino.com/amisfield-lowburn-terrace-riesling/w/86254?year=2022&price_id=35544903
251,Inmácula 2013,Bodega Tandem,Spain,3.8,345,"49,169",https://www.vivino.com/bodega-tandem-inmacula/w/1918373?year=2013&price_id=14540737
252,Classic Riesling 2013,Hugel,France,3.6,345,"47,919",https://www.vivino.com/hugel-classic-riesling-alsace/w/4417837?year=2013&price_id=15175910
253,Chablis Grand Cru 'Blanchot' 2003,La Chablisienne,France,4.2,343,"129,174",https://www.vivino.com/la-chablisienne-blanchot-chablis-grand-cru/w/16632?year=2003&price_id=7953916
254,Pessac-Léognan Blanc 2003,Château Picque Caillou,France,3.8,342,"70,837",https://www.vivino.com/chateau-picque-caillou-pessac-leognan-blanc-pessac-leognan/w/3857014?year=2003&price_id=7944035
255,Sauvignon Blanc 2005,Merryvale,United States,3.9,339,"38,335",https://www.vivino.com/merryvale-vineyards-sauvignon-blanc/w/1752367?year=2005&price_id=2895252
256,Ermitage l'Ermite Blanc 2009,M. Chapoutier,France,4.5,338,"772,869",https://www.vivino.com/m-chapoutier-ermitage-l-ermite-blanc/w/2508940?year=2009&price_id=35878066
257,Ermitage l'Ermite Blanc 2007,M. Chapoutier,France,4.5,338,"927,448",https://www.vivino.com/m-chapoutier-ermitage-l-ermite-blanc/w/2508940?year=2007&price_id=35329566
258,Ermitage l'Ermite Blanc 2003,M. Chapoutier,France,4.5,338,"1,082,028",https://www.vivino.com/m-chapoutier-ermitage-l-ermite-blanc/w/2508940?year=2003&price_id=35878076
259,Blanc 2005,Beau-Rivage,France,3.2,335,"22,918",https://www.vivino.com/beau-rivage-bordeaux-blanc/w/1172104?year=2005&price_id=14541468
260,Pinot Gris 2022,Quartz Reef,New Zealand,3.7,332,"30,092",https://www.vivino.com/quartz-reef-pinot-gris/w/1259465?year=2022&price_id=31180736
261,Pinot Gris 2023,Quartz Reef,New Zealand,3.7,332,"30,092",https://www.vivino.com/quartz-reef-pinot-gris/w/1259465?year=2023&price_id=35848277
262,Ronco delle Cime Friulano 2018,Venica & Venica,Italy,4.1,330,"50,869",https://www.vivino.com/venica-venica-ronco-delle-cime-friulano/w/1210531?year=2018&price_id=36485530
263,Willowglen Sémillon - Chardonnay 2006,De Bortoli,Australia,3.3,329,"22,918",https://www.vivino.com/de-bortoli-willowglen-semillon-chardonnay/w/1215574?year=2006&price_id=2894886
264,Sanct Valentin Pinot Grigio 2014,St. Michael-Eppan,Italy,4.0,327,"50,053",https://www.vivino.com/st-michael-eppan-sanct-valentin-pinot-grigio/w/10108?year=2014&price_id=36485591
265,Old Vine Sémillon 2006,Kaesler,Australia,3.5,327,"31,252",https://www.vivino.com/kaesler-old-vine-semillon/w/1457995?year=2006&price_id=14549856
266,Chardonnay 2022,Peregrine,New Zealand,4.1,327,"41,224",https://www.vivino.com/peregrine-wines-central-otago-limited-chardonnay/w/1751061?year=2022&price_id=34771405
267,Meursault-Perrieres 1er Cru 2008,Domaine Jacques Prieur,France,4.3,324,"1,112,938",https://www.vivino.com/domaine-jacques-prieur-meursault-perrieres-1er-cru/w/16546?year=2008&price_id=36237467
268,Pinot Grigio 2015,Placido,Italy,3.6,321,"27,085",https://www.vivino.com/conte-placido-pinot-grigio/w/2310838?year=2015&price_id=10655730
269,Moscato 2019,Banrock Station,Australia,4.1,319,"12,501",https://www.vivino.com/banrock-station-moscato/w/84331?year=2019&price_id=24559051
270,Vipers Vineyard Riesling 2023,Chard Farm,New Zealand,3.9,319,"22,257",https://www.vivino.com/chard-farm-vipers-vineyard-riesling/w/2208488?year=2023&price_id=35630998
271,Dry Riesling 2023,Felton Road,New Zealand,3.9,319,"46,997",https://www.vivino.com/felton-road-dry-riesling/w/88312?year=2023&price_id=34494769
272,Virolet Xarel-lo 2013,Oriol Rossell,Spain,3.5,316,"40,836",https://www.vivino.com/oriol-rossell-virolet/w/1270325?year=2013&price_id=14650377
273,Viognier 2020,Hans Herzog - Hans Family Estate,New Zealand,4.0,315,"53,594",https://www.vivino.com/hans-herzog-hans-family-estate-viognier/w/1846408?year=2020&price_id=34079253
274,Domaene Gobelsburg Grüner Veltliner 2022,Schloss Gobelsburg,Austria,3.9,313,"41,252",https://www.vivino.com/schloss-gobelsburg-domaene-gobelsburg-gruner-veltliner/w/20131?year=2022&price_id=35900883
275,Pioneer Block 9 Big John Riesling 2023,Saint Clair Family Estate,New Zealand,4.0,312,"24,731",https://www.vivino.com/saint-clair-family-estate-pioneer-block-9-big-john-riesling/w/1100185?year=2023&price_id=35488255
276,Where Dreams have no end (W... Dreams...) 2020,Jermann,Italy,4.3,312,"93,591",https://www.vivino.com/jermann-where-dreams-have-no-end-w-dreams/w/79520?year=2020&price_id=36485522
277,Ronco delle Mele Sauvignon 2022,Venica & Venica,Italy,4.3,312,"73,320",https://www.vivino.com/venica-venica-ronco-delle-mele-sauvignon/w/1257879?year=2022&price_id=36485619
278,Estate Chardonnay 2012,Cave Spring,Canada,3.5,311,"61,670",https://www.vivino.com/cave-springs-cellars-estate-chardonnay/w/8169?year=2012&price_id=14541688
279,Les Preuses Chablis Grand Cru 2020,Patrick Piuze,France,4.4,307,"178,070",https://www.vivino.com/patrick-piuze-les-preuses-chablis-grand-cru/w/1607424?year=2020&price_id=31136857
280,Terecrèa 2021,Pilandro,Italy,4.1,303,"16,857",https://www.vivino.com/pilandro-lugana-terecrea/w/1177372?year=2021&price_id=36485609
281,Müller Thurgau 2017,St. Michael-Eppan,Italy,3.6,301,"25,167",https://www.vivino.com/st-michael-eppan-muller-thurgau/w/10087?year=2017&price_id=36485670
282,Pinot Gris 2023,Rockburn,New Zealand,3.8,297,"23,082",https://www.vivino.com/rockburn-pinot-gris/w/2068417?year=2023&price_id=35624786
283,Meursault 2007,Morey-Blanc,France,4.2,296,"704,861",https://www.vivino.com/maison-morey-blanc-meursault/w/2414192?year=2007&price_id=35329455
284,Chardonnay 2023,Novum,New Zealand,4.0,294,"41,224",https://www.vivino.com/novum-marlborough-chardonnay/w/6645154?year=2023&price_id=36685399
285,Barrel Fermented Chardonnay 2023,Black Barn,New Zealand,3.9,293,"39,575",https://www.vivino.com/black-barn-barrel-fermented-chardonnay/w/1533269?year=2023&price_id=35703050
286,Lion's Tooth Chardonnay 2020,Pyramid Valley Vineyards,New Zealand,4.1,290,"103,073",https://www.vivino.com/pyramid-valley-vineyards-lion-s-tooth-chardonnay/w/2018706?year=2020&price_id=30767853
287,Sauvignon 2022,Jermann,Italy,4.1,289,"39,175",https://www.vivino.com/jermann-sauvignon/w/1591133?year=2022&price_id=36485613
288,Cru Heretaunga Chardonnay 2021,Smith Sheth,New Zealand,4.1,288,"32,978",https://www.vivino.com/smith-sheth-cru-heretaunga-chardonnay/w/6306317?year=2021&price_id=35157546
289,Chablis Sainte Claire Vieilles Vignes 2013,Jean-Marc Brocard,France,3.9,287,"58,337",https://www.vivino.com/jean-marc-brocard-chablis-sainte-claire-vieilles-vignes/w/1374713?year=2013&price_id=7944083
290,Judge & Jury Chardonnay 2023,Chard Farm,New Zealand,3.9,284,"35,452",https://www.vivino.com/chard-farm-judge-jury-chardonnay/w/2142996?year=2023&price_id=36498087
291,Judge & Jury Chardonnay 2022,Chard Farm,New Zealand,3.9,284,"35,452",https://www.vivino.com/chard-farm-judge-jury-chardonnay/w/2142996?year=2022&price_id=32222006
292,Tradition Gewürztraminer 2018,Michel Fonné,France,3.7,280,"58,337",https://www.vivino.com/michel-fonne-tradition-gewurztraminer/w/1699422?year=2018&price_id=23071845
293,Dress Circle Pinot Gris 2021,Misha's Vineyard,New Zealand,3.7,278,"28,030",https://www.vivino.com/mishas-dress-circle-pinot-gris/w/1278160?year=2021&price_id=32695401
294,Gelber Muskateller 2009,Skoff Original,Austria,3.6,277,"41,669",https://www.vivino.com/walter-skoff-gelber-muskateller/w/21815?year=2009&price_id=14550051
295,Cool Coast Sauvignon Blanc 2012,Casa Silva,Chile,3.8,275,"45,836",https://www.vivino.com/casa-silva-cool-coast-sauvignon-blanc/w/1261199?year=2012&price_id=3680217
296,Waitaki Vineyard Riesling 2022,Valli,New Zealand,4.0,275,"32,153",https://www.vivino.com/valli-waitaki-vineyard-riesling/w/4900956?year=2022&price_id=35643385
297,Signos de Origen La Vinilla Chardonnay - Roussanne 2016,Emiliana,Chile,4.0,275,"56,253",https://www.vivino.com/emiliana-signos-de-origen-la-vinilla-chardonnay-roussanne/w/1286095?year=2016&price_id=17465424
298,Cru Heretaunga Albariño 2023,Smith Sheth,New Zealand,3.9,273,"32,978",https://www.vivino.com/smith-sheth-cru-heretaunga-albarino/w/7100455?year=2023&price_id=36363014
299,Sauvignon Blanc 2023,Domain Road Vineyard,New Zealand,3.9,270,"22,257",https://www.vivino.com/domain-road-sauvignon-blanc/w/78168?year=2023&price_id=34540046
300,Cooper Hill Pinot Gris 2011,Cooper Mountain,United States,3.7,269,"41,627",https://www.vivino.com/cooper-mountain-cooper-hill-pinot-gris/w/1758613?year=2011&price_id=7944063
301,The Lodge Hill Riesling 2016,Jim Barry,Australia,3.6,266,"47,919",https://www.vivino.com/jim-barry-the-lodge-hill-riesling/w/1721764?year=2016&price_id=15164041
302,Marlborough Sauvignon Blanc 2023,Craggy Range,New Zealand,4.1,265,"23,907",https://www.vivino.com/craggy-range-marlborough-sauvignon-blanc/w/5388702?year=2023&price_id=34079252
303,Pinot Gris 2021,Mt Rosa,New Zealand,3.8,263,"24,731",https://www.vivino.com/mt-rosa-pinot-gris/w/2372305?year=2021&price_id=34102277
304,Tempranillo Blanco 2022,Monte Real,Spain,3.9,262,"17,733",https://www.vivino.com/monte-real-la-rioja-tempranillo-blanco/w/10109580?year=2022&price_id=36579456
305,Skeetfield Chardonnay 2022,Tony Bish,New Zealand,4.2,260,"67,613",https://www.vivino.com/tony-bish-skeetfield-chardonnay/w/4715540?year=2022&price_id=33589767
306,Picnic Riesling 2022,Two Paddocks,New Zealand,3.7,259,"26,381",https://www.vivino.com/two-paddocks-picnic-riesling/w/1574803?year=2022&price_id=32775635
307,Sauvignon Blanc 2017,Twomey,United States,3.9,258,"74,171",https://www.vivino.com/twomey-sauvignon-blanc/w/14902?year=2017&price_id=17957571
308,Pinot Grigio 2005,Cycles Gladiator,United States,3.5,258,"25,001",https://www.vivino.com/cycles-gladiator-pinot-grigio/w/9887?year=2005&price_id=2754570
309,Pioneer Block 12 Lone Gum Gewürztraminer 2023,Saint Clair Family Estate,New Zealand,3.9,258,"27,205",https://www.vivino.com/saint-clair-family-estate-pioneer-block-12-lone-gum-gewurztraminer/w/1100189?year=2023&price_id=36397971
310,Blackwood Park Riesling 2008,Mitchelton,Australia,3.7,254,"45,836",https://www.vivino.com/mitchelton-blackwood-park-riesling/w/1212235?year=2008&price_id=2754502
